-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-7.110299999999999954e-03,-7.110299999999999954e-03,-7.110299999999999954e-03
-2.500000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-5.776339999999999600e-03,-1.672850000000000031e-03,-1.672850000000000031e-03
-2.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-2.897460000000000140e-03,4.905419999999999746e-03,4.905419999999999746e-03
-1.500000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-5.086630000000000188e-04,8.478930000000000841e-03,8.478930000000000841e-03
-1.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,7.404140000000000027e-04,1.140299999999999994e-02,1.140299999999999994e-02
-5.000000000000000000e-01,-3.000000000000000000e+00,-3.000000000000000000e+00,6.988110000000000285e-04,1.284599999999999978e-02,1.284599999999999978e-02
0.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.322880000000000063e-02,1.322880000000000063e-02
5.000000000000000000e-01,-3.000000000000000000e+00,-3.000000000000000000e+00,-6.988110000000000285e-04,1.284599999999999978e-02,1.284599999999999978e-02
1.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-7.404140000000000027e-04,1.140299999999999994e-02,1.140299999999999994e-02
1.500000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,5.086630000000000188e-04,8.478930000000000841e-03,8.478930000000000841e-03
2.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,2.897460000000000140e-03,4.905419999999999746e-03,4.905419999999999746e-03
2.500000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,5.776339999999999600e-03,-1.672850000000000031e-03,-1.672850000000000031e-03
3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,7.110299999999999954e-03,-7.110299999999999954e-03,-7.110299999999999954e-03
-3.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,-1.672850000000000031e-03,-5.776339999999999600e-03,-1.672850000000000031e-03
-2.500000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,1.479159999999999980e-04,1.479159999999999980e-04,3.290089999999999855e-03
-2.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,1.682349999999999991e-03,5.594909999999999814e-03,4.844290000000000228e-03
-1.500000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,2.823990000000000181e-03,9.443319999999999839e-03,6.783579999999999992e-03
-1.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,2.581260000000000152e-03,1.177029999999999917e-02,6.696350000000000219e-03
-5.000000000000000000e-01,-2.500000000000000000e+00,-3.000000000000000000e+00,2.000850000000000198e-03,1.300879999999999918e-02,6.099229999999999756e-03
0.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.331539999999999981e-02,5.926889999999999763e-03
5.000000000000000000e-01,-2.500000000000000000e+00,-3.000000000000000000e+00,-2.000850000000000198e-03,1.300879999999999918e-02,6.099229999999999756e-03
1.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,-2.581260000000000152e-03,1.177029999999999917e-02,6.696350000000000219e-03
1.500000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,-2.823990000000000181e-03,9.443319999999999839e-03,6.783579999999999992e-03
2.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,-1.682349999999999991e-03,5.594909999999999814e-03,4.844290000000000228e-03
2.500000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,-1.479159999999999980e-04,1.479159999999999980e-04,3.290089999999999855e-03
3.000000000000000000e+00,-2.500000000000000000e+00,-3.000000000000000000e+00,1.672850000000000031e-03,-5.776339999999999600e-03,-1.672850000000000031e-03
-3.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,4.905419999999999746e-03,-2.897460000000000140e-03,4.905419999999999746e-03
-2.500000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,5.594909999999999814e-03,1.682349999999999991e-03,4.844290000000000228e-03
-2.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,6.139829999999999767e-03,6.139829999999999767e-03,4.673079999999999595e-03
-1.500000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,5.658429999999999883e-03,9.684760000000000590e-03,2.327689999999999881e-03
-1.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,4.380700000000000392e-03,1.167720000000000043e-02,8.442999999999999767e-04
-5.000000000000000000e-01,-2.000000000000000000e+00,-3.000000000000000000e+00,2.614200000000000117e-03,1.300690000000000006e-02,-4.854470000000000161e-04
0.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.344049999999999932e-02,-7.426009999999999599e-04
5.000000000000000000e-01,-2.000000000000000000e+00,-3.000000000000000000e+00,-2.614200000000000117e-03,1.300690000000000006e-02,-4.854470000000000161e-04
1.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-4.380700000000000392e-03,1.167720000000000043e-02,8.442999999999999767e-04
1.500000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-5.658429999999999883e-03,9.684760000000000590e-03,2.327689999999999881e-03
2.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-6.139829999999999767e-03,6.139829999999999767e-03,4.673079999999999595e-03
2.500000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-5.594909999999999814e-03,1.682349999999999991e-03,4.844290000000000228e-03
3.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-4.905419999999999746e-03,-2.897460000000000140e-03,4.905419999999999746e-03
-3.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,8.478930000000000841e-03,-5.086630000000000188e-04,8.478930000000000841e-03
-2.500000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,9.443319999999999839e-03,2.823990000000000181e-03,6.783579999999999992e-03
-2.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,9.684760000000000590e-03,5.658429999999999883e-03,2.327689999999999881e-03
-1.500000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,8.078149999999999220e-03,8.078149999999999220e-03,-1.767590000000000090e-03
-1.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,6.265100000000000009e-03,1.052860000000000081e-02,-4.846650000000000090e-03
-5.000000000000000000e-01,-1.500000000000000000e+00,-3.000000000000000000e+00,3.229800000000000119e-03,1.152270000000000030e-02,-6.929730000000000265e-03
0.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.157429999999999917e-02,-7.666159999999999988e-03
5.000000000000000000e-01,-1.500000000000000000e+00,-3.000000000000000000e+00,-3.229800000000000119e-03,1.152270000000000030e-02,-6.929730000000000265e-03
1.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,-6.265100000000000009e-03,1.052860000000000081e-02,-4.846650000000000090e-03
1.500000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,-8.078149999999999220e-03,8.078149999999999220e-03,-1.767590000000000090e-03
2.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,-9.684760000000000590e-03,5.658429999999999883e-03,2.327689999999999881e-03
2.500000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,-9.443319999999999839e-03,2.823990000000000181e-03,6.783579999999999992e-03
3.000000000000000000e+00,-1.500000000000000000e+00,-3.000000000000000000e+00,-8.478930000000000841e-03,-5.086630000000000188e-04,8.478930000000000841e-03
-3.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,1.140299999999999994e-02,7.404140000000000027e-04,1.140299999999999994e-02
